,Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission
6098,2.0,1,1.0,1.0,0.0,1.0,0.0,1.0,133,2.0,2000,1.0,7,19,33,0,2.0,1,4,1944
6099,1.0,0,2.0,1.0,3.0,2.0,5.0,2.0,270,0.0,4242,1.0,5,17,9,23,1.0,2,4,2859
6100,1.0,1,0.0,0.0,2.0,1.0,0.0,1.0,63,0.0,784,0.0,5,5,17,10,1.0,2,4,862
6101,0.0,0,2.0,0.0,1.0,2.0,1.0,0.0,101,3.0,1015,0.0,7,17,16,23,2.0,2,2,2506
6102,1.0,1,1.0,0.0,1.0,0.0,0.0,2.0,186,3.0,11,2.0,5,1,0,18,1.0,0,3,1964
6103,0.0,0,1.0,2.0,1.0,0.0,0.0,2.0,226,2.0,48,2.0,5,4,2,23,2.0,3,5,2154
6104,2.0,1,1.0,0.0,3.0,1.0,0.0,2.0,72,1.0,971,0.0,1,13,3,8,2.0,2,3,1211
6105,1.0,1,0.0,2.0,0.0,0.0,0.0,0.0,100,2.0,0,3.0,5,15,2,0,2.0,3,5,1413
6106,2.0,0,0.0,0.0,2.0,0.0,0.0,2.0,276,0.0,9,3.0,3,16,25,18,1.0,3,3,1836
6107,2.0,1,3.0,0.0,3.0,1.0,0.0,2.0,184,0.0,1863,0.0,4,4,37,5,2.0,3,1,1615
6108,0.0,1,3.0,3.0,3.0,0.0,0.0,0.0,97,0.0,96,0.0,6,14,49,12,2.0,4,0,1556
6109,0.0,0,2.0,1.0,1.0,2.0,3.0,0.0,194,0.0,5437,2.0,1,10,23,11,0.0,2,4,2608
6110,0.0,1,2.0,2.0,2.0,1.0,0.0,2.0,217,1.0,1759,1.0,5,7,48,17,1.0,3,3,1764
6111,1.0,1,0.0,1.0,1.0,2.0,3.0,0.0,283,2.0,5891,0.0,2,19,11,6,0.0,2,1,2538
6112,2.0,0,1.0,2.0,3.0,0.0,0.0,0.0,71,0.0,14,2.0,2,20,19,7,1.0,2,5,1182
6113,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,165,2.0,1745,3.0,3,1,40,0,2.0,1,1,1715
6114,1.0,0,0.0,3.0,2.0,1.0,0.0,1.0,272,2.0,102,0.0,4,21,18,7,0.0,1,2,1548
6115,3.0,1,3.0,0.0,2.0,1.0,0.0,0.0,70,2.0,1456,2.0,6,0,22,13,2.0,2,2,2249
6116,3.0,1,3.0,3.0,3.0,2.0,5.0,2.0,192,1.0,9487,0.0,7,24,18,9,0.0,2,3,4261
6117,0.0,1,3.0,2.0,2.0,1.0,0.0,2.0,80,0.0,1572,1.0,7,14,9,22,0.0,2,3,1214
6118,0.0,1,3.0,1.0,2.0,0.0,0.0,2.0,63,1.0,49,1.0,4,9,48,7,1.0,1,2,1371
6119,3.0,1,3.0,1.0,3.0,2.0,4.0,2.0,134,3.0,5737,3.0,4,11,4,24,1.0,4,2,5565
6120,0.0,0,3.0,1.0,0.0,2.0,2.0,1.0,168,1.0,6770,3.0,5,16,2,24,0.0,2,0,2459
6121,0.0,1,1.0,0.0,2.0,0.0,0.0,1.0,95,0.0,7,0.0,6,9,36,11,2.0,2,1,1072
6122,3.0,0,2.0,3.0,3.0,2.0,5.0,2.0,284,0.0,9523,3.0,2,11,35,3,0.0,2,2,4822
6123,0.0,0,3.0,1.0,1.0,2.0,4.0,2.0,282,1.0,5131,0.0,4,14,6,24,1.0,0,3,3153
6124,0.0,0,1.0,0.0,3.0,0.0,0.0,1.0,272,1.0,68,0.0,6,23,0,8,0.0,1,2,1059
6125,3.0,0,2.0,1.0,1.0,0.0,0.0,0.0,173,3.0,86,2.0,5,5,40,11,0.0,3,2,3703
6126,3.0,1,3.0,3.0,1.0,1.0,0.0,2.0,242,2.0,1257,1.0,2,4,1,23,0.0,2,3,1886
6127,0.0,1,1.0,1.0,2.0,2.0,1.0,2.0,248,1.0,6685,2.0,7,6,10,10,2.0,0,3,1372
6128,0.0,0,3.0,1.0,2.0,0.0,0.0,0.0,152,1.0,24,0.0,3,21,20,0,2.0,3,1,1218
6129,1.0,1,3.0,1.0,3.0,2.0,3.0,0.0,241,0.0,58,0.0,3,12,22,19,2.0,2,1,1372
6130,2.0,1,2.0,0.0,1.0,0.0,0.0,1.0,77,0.0,1,2.0,3,2,26,19,1.0,3,1,1325
6131,0.0,0,1.0,2.0,3.0,1.0,0.0,2.0,82,2.0,653,3.0,4,0,29,4,2.0,2,2,2391
6132,1.0,0,1.0,2.0,0.0,1.0,0.0,1.0,148,1.0,1773,1.0,6,5,47,8,1.0,3,4,1731
6133,3.0,0,2.0,2.0,1.0,1.0,0.0,0.0,268,2.0,1958,3.0,5,6,16,5,0.0,2,4,2851
6134,2.0,1,1.0,1.0,0.0,2.0,3.0,2.0,85,0.0,4717,2.0,3,13,4,18,2.0,4,4,2412
6135,0.0,0,1.0,0.0,0.0,0.0,0.0,2.0,264,1.0,18,0.0,5,9,7,6,2.0,2,3,880
6136,1.0,0,0.0,1.0,1.0,2.0,1.0,1.0,136,3.0,1187,0.0,6,20,18,9,1.0,2,1,2358
6137,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,297,3.0,19,2.0,3,9,40,9,2.0,2,1,2125
6138,0.0,0,2.0,1.0,2.0,2.0,1.0,1.0,128,2.0,7195,3.0,3,17,23,8,2.0,0,4,1899
6139,1.0,0,3.0,2.0,2.0,2.0,1.0,2.0,75,0.0,5476,2.0,4,6,37,22,1.0,1,2,1541
6140,3.0,0,3.0,2.0,0.0,1.0,0.0,0.0,141,0.0,1591,0.0,4,6,35,8,1.0,3,4,1526
6141,2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,163,0.0,66,3.0,2,19,19,2,1.0,1,3,690
6142,3.0,1,3.0,3.0,3.0,0.0,0.0,2.0,147,1.0,83,3.0,3,8,10,13,2.0,3,2,2130
6143,3.0,1,3.0,1.0,3.0,0.0,0.0,1.0,84,2.0,72,3.0,4,3,3,3,2.0,3,2,2224
6144,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,82,3.0,16,1.0,3,12,9,17,1.0,3,3,1814
6145,0.0,1,2.0,2.0,1.0,1.0,0.0,1.0,276,0.0,481,0.0,7,20,24,17,1.0,1,2,1101
6146,2.0,0,1.0,3.0,0.0,2.0,5.0,1.0,123,2.0,578,0.0,5,5,2,16,2.0,1,1,1384
6147,2.0,0,3.0,1.0,1.0,1.0,0.0,1.0,79,2.0,946,0.0,6,17,35,17,0.0,0,4,2005
6148,0.0,1,0.0,1.0,2.0,0.0,0.0,2.0,62,3.0,12,3.0,6,19,8,5,0.0,0,4,2165
6149,0.0,0,2.0,3.0,0.0,2.0,2.0,1.0,76,1.0,8768,2.0,4,13,4,3,0.0,1,3,2342
6150,1.0,1,1.0,0.0,2.0,2.0,1.0,2.0,179,3.0,4661,0.0,7,3,5,8,2.0,2,2,2002
6151,2.0,0,1.0,0.0,3.0,1.0,0.0,2.0,284,0.0,1585,0.0,5,18,0,5,1.0,1,1,1306
6152,2.0,1,2.0,2.0,0.0,0.0,0.0,0.0,76,2.0,96,0.0,7,15,14,20,0.0,1,2,1202
6153,2.0,0,3.0,0.0,2.0,1.0,0.0,1.0,217,3.0,398,0.0,4,17,9,7,1.0,1,2,2547
6154,0.0,1,2.0,3.0,3.0,0.0,0.0,2.0,156,1.0,63,0.0,2,4,39,10,1.0,2,1,1437
6155,3.0,1,3.0,3.0,0.0,1.0,0.0,0.0,103,2.0,335,1.0,6,9,39,16,1.0,3,2,2191
6156,3.0,0,0.0,3.0,2.0,2.0,2.0,0.0,221,2.0,8679,2.0,6,20,19,18,0.0,1,1,3891
6157,2.0,0,1.0,3.0,3.0,0.0,0.0,1.0,180,0.0,8,2.0,7,6,1,10,2.0,1,4,1558
6158,3.0,1,3.0,1.0,1.0,1.0,0.0,2.0,176,3.0,640,3.0,5,21,42,12,0.0,1,2,3498
6159,1.0,0,0.0,2.0,3.0,2.0,4.0,2.0,201,0.0,6761,0.0,1,17,41,7,1.0,2,4,4016
6160,2.0,0,3.0,1.0,3.0,1.0,0.0,1.0,286,0.0,1725,1.0,2,24,19,23,2.0,3,4,2158
6161,3.0,0,3.0,1.0,3.0,2.0,2.0,0.0,173,1.0,2076,3.0,6,10,20,15,1.0,0,4,2967
6162,2.0,1,2.0,0.0,1.0,2.0,3.0,0.0,186,2.0,2829,3.0,1,16,42,24,0.0,2,2,2639
6163,3.0,1,3.0,2.0,0.0,2.0,4.0,2.0,144,0.0,6652,0.0,1,4,6,20,2.0,2,4,3328
6164,1.0,0,1.0,0.0,0.0,1.0,0.0,2.0,240,1.0,393,0.0,2,17,0,10,1.0,3,1,1005
6165,0.0,0,3.0,2.0,1.0,2.0,1.0,1.0,294,0.0,1134,1.0,4,21,17,20,0.0,2,1,1400
6166,1.0,1,3.0,0.0,1.0,0.0,0.0,2.0,149,3.0,69,0.0,5,5,34,15,1.0,1,1,2189
6167,0.0,1,3.0,3.0,1.0,1.0,0.0,2.0,117,1.0,303,1.0,4,0,5,14,2.0,4,2,1264
6168,1.0,0,1.0,3.0,1.0,2.0,1.0,0.0,50,3.0,646,1.0,3,9,33,23,1.0,2,1,2481
6169,1.0,0,3.0,3.0,0.0,0.0,0.0,2.0,175,2.0,62,2.0,2,20,29,21,1.0,1,3,1977
6170,2.0,0,2.0,2.0,0.0,0.0,0.0,1.0,195,3.0,95,1.0,4,3,33,9,2.0,1,4,2591
6171,0.0,0,3.0,1.0,1.0,1.0,0.0,0.0,99,3.0,750,3.0,4,11,18,6,1.0,1,4,2552
6172,3.0,1,3.0,2.0,3.0,1.0,0.0,2.0,73,0.0,1606,1.0,2,8,14,10,1.0,3,2,1553
6173,3.0,1,0.0,0.0,2.0,1.0,0.0,0.0,228,1.0,1239,1.0,1,7,47,17,0.0,2,0,1484
6174,1.0,1,2.0,2.0,0.0,2.0,4.0,1.0,180,3.0,5210,3.0,2,2,13,19,0.0,1,2,3326
6175,2.0,0,3.0,3.0,0.0,0.0,0.0,0.0,171,1.0,56,3.0,3,21,41,13,2.0,1,3,1838
6176,0.0,1,0.0,0.0,3.0,2.0,3.0,2.0,221,0.0,7074,3.0,4,17,8,8,0.0,2,1,2783
6177,3.0,0,3.0,2.0,1.0,1.0,0.0,0.0,212,0.0,255,3.0,5,19,14,0,0.0,0,1,1496
6178,3.0,0,3.0,1.0,2.0,2.0,2.0,2.0,285,0.0,6068,0.0,3,21,30,3,0.0,3,4,3281
6179,0.0,0,1.0,2.0,1.0,1.0,0.0,1.0,267,0.0,1665,2.0,6,3,8,7,2.0,2,2,1363
6180,2.0,1,3.0,2.0,1.0,2.0,3.0,0.0,90,1.0,9950,2.0,7,21,45,5,2.0,3,3,5029
6181,0.0,0,2.0,2.0,2.0,1.0,0.0,2.0,83,0.0,1651,0.0,1,16,34,23,0.0,3,1,1337
6182,3.0,1,0.0,0.0,0.0,1.0,0.0,1.0,66,3.0,472,0.0,2,10,49,0,1.0,1,3,2306
6183,0.0,1,1.0,1.0,2.0,0.0,0.0,0.0,60,3.0,16,0.0,2,20,44,8,1.0,1,4,2021
6184,1.0,1,2.0,0.0,2.0,1.0,0.0,0.0,267,3.0,1033,3.0,5,14,47,17,1.0,2,2,2893
6185,0.0,1,2.0,0.0,0.0,1.0,0.0,2.0,193,1.0,872,1.0,7,5,2,11,0.0,2,4,1044
6186,2.0,0,2.0,0.0,3.0,2.0,3.0,0.0,155,3.0,3811,1.0,6,9,49,18,1.0,1,3,4594
6187,0.0,0,3.0,2.0,0.0,2.0,4.0,2.0,200,1.0,2915,2.0,7,11,45,20,1.0,1,2,3071
6188,3.0,1,3.0,2.0,1.0,0.0,0.0,2.0,266,2.0,34,2.0,1,3,3,24,2.0,2,2,2067
6189,3.0,0,1.0,2.0,2.0,1.0,0.0,1.0,220,1.0,1835,3.0,7,18,10,15,1.0,3,2,2666
6190,1.0,1,1.0,0.0,2.0,2.0,1.0,0.0,297,0.0,4763,0.0,2,2,40,18,0.0,2,2,1024
6191,2.0,1,0.0,0.0,0.0,1.0,0.0,0.0,271,1.0,1595,2.0,5,22,25,3,2.0,3,2,1518
6192,0.0,0,1.0,1.0,2.0,1.0,0.0,0.0,248,3.0,356,2.0,6,24,41,8,0.0,2,2,3061
6193,2.0,1,1.0,1.0,0.0,1.0,0.0,1.0,265,1.0,770,2.0,3,4,33,4,2.0,0,4,1131
6194,3.0,0,3.0,1.0,1.0,1.0,0.0,2.0,130,3.0,526,1.0,4,0,17,20,1.0,4,3,3559
6195,1.0,1,1.0,1.0,2.0,2.0,1.0,0.0,256,2.0,3940,3.0,4,3,34,3,1.0,1,3,1875
6196,3.0,1,2.0,2.0,1.0,2.0,5.0,1.0,140,2.0,3689,1.0,6,7,37,21,0.0,2,3,3231
6197,1.0,1,1.0,1.0,0.0,0.0,0.0,2.0,134,3.0,53,1.0,5,7,24,0,2.0,1,3,1983
6198,0.0,1,2.0,1.0,1.0,2.0,5.0,2.0,63,2.0,278,2.0,1,20,4,21,2.0,2,3,1436
6199,0.0,1,1.0,3.0,3.0,2.0,5.0,2.0,140,2.0,4623,0.0,5,7,18,0,2.0,3,3,2598
6200,1.0,1,0.0,0.0,3.0,0.0,0.0,0.0,51,0.0,95,2.0,2,8,8,3,1.0,1,1,610
6201,0.0,1,3.0,3.0,3.0,1.0,0.0,1.0,143,1.0,402,0.0,5,2,20,20,1.0,2,2,1287
6202,0.0,0,0.0,2.0,2.0,2.0,5.0,1.0,137,0.0,4272,3.0,4,0,36,10,2.0,3,2,2539
6203,1.0,1,0.0,3.0,3.0,0.0,0.0,1.0,184,1.0,68,0.0,3,22,16,15,1.0,1,2,1098
6204,2.0,1,2.0,2.0,0.0,1.0,0.0,1.0,269,2.0,1509,3.0,5,0,46,19,1.0,2,5,2570
6205,0.0,0,0.0,3.0,3.0,1.0,0.0,0.0,99,1.0,1518,0.0,5,10,2,11,0.0,2,4,1154
6206,3.0,0,3.0,0.0,3.0,1.0,0.0,1.0,98,2.0,1130,2.0,6,11,28,0,0.0,2,5,2894
6207,2.0,0,1.0,1.0,0.0,0.0,0.0,2.0,150,1.0,89,1.0,2,18,36,14,2.0,3,1,1641
6208,0.0,1,1.0,3.0,3.0,2.0,3.0,2.0,202,3.0,1274,1.0,1,9,21,18,0.0,3,3,2562
6209,1.0,0,0.0,3.0,2.0,1.0,0.0,2.0,271,2.0,1886,2.0,6,24,26,17,2.0,2,2,2523
6210,0.0,1,0.0,3.0,3.0,2.0,2.0,2.0,272,2.0,3946,0.0,5,19,4,13,2.0,2,4,2112
6211,1.0,0,3.0,3.0,0.0,1.0,0.0,1.0,196,3.0,1476,1.0,5,4,10,15,0.0,2,3,2379
6212,3.0,1,2.0,3.0,2.0,0.0,0.0,0.0,174,3.0,80,1.0,2,21,43,6,0.0,2,3,2901
6213,2.0,1,2.0,0.0,3.0,2.0,5.0,2.0,278,1.0,3870,1.0,2,12,12,7,0.0,3,3,2489
6214,1.0,1,3.0,3.0,3.0,2.0,4.0,1.0,164,3.0,1616,0.0,7,13,22,10,1.0,2,1,3077
6215,3.0,1,1.0,0.0,2.0,0.0,0.0,0.0,115,3.0,95,2.0,3,21,40,23,1.0,2,1,2896
6216,2.0,1,0.0,0.0,2.0,2.0,5.0,2.0,145,2.0,6098,3.0,1,20,50,14,0.0,3,3,3523
6217,0.0,0,1.0,2.0,2.0,2.0,2.0,2.0,246,1.0,6117,0.0,2,14,41,16,1.0,2,2,2376
6218,1.0,1,2.0,2.0,3.0,0.0,0.0,1.0,142,3.0,0,3.0,2,23,17,23,1.0,1,2,2365
6219,1.0,1,0.0,0.0,1.0,0.0,0.0,2.0,88,3.0,25,0.0,5,23,15,9,0.0,0,4,1823
6220,3.0,1,3.0,3.0,2.0,0.0,0.0,1.0,256,1.0,93,2.0,2,24,37,2,2.0,1,4,1749
6221,1.0,1,0.0,0.0,2.0,1.0,0.0,1.0,163,0.0,1529,0.0,6,8,36,0,1.0,3,5,1286
6222,1.0,1,2.0,2.0,0.0,0.0,0.0,2.0,267,0.0,1,1.0,2,22,50,15,1.0,3,4,1496
6223,3.0,0,0.0,1.0,0.0,2.0,1.0,2.0,289,2.0,9901,1.0,3,24,3,9,1.0,2,3,1786
6224,3.0,1,1.0,3.0,3.0,1.0,0.0,1.0,68,1.0,1383,0.0,7,23,47,22,2.0,1,3,2019
6225,1.0,0,1.0,3.0,1.0,0.0,0.0,0.0,291,0.0,39,2.0,4,3,1,16,1.0,1,1,1023
6226,1.0,0,3.0,1.0,0.0,2.0,1.0,2.0,111,1.0,5931,1.0,7,3,17,16,2.0,1,0,1307
6227,2.0,0,2.0,2.0,3.0,2.0,4.0,2.0,111,0.0,681,0.0,6,0,46,15,1.0,3,1,2334
6228,3.0,1,2.0,2.0,3.0,2.0,3.0,2.0,241,2.0,9795,0.0,2,20,13,6,0.0,2,3,4711
6229,3.0,0,0.0,1.0,1.0,2.0,4.0,0.0,237,0.0,1861,0.0,5,9,48,0,0.0,0,4,2226
6230,2.0,1,0.0,0.0,1.0,1.0,0.0,2.0,130,2.0,522,0.0,2,10,49,8,0.0,2,2,2019
6231,3.0,1,0.0,1.0,1.0,1.0,0.0,1.0,236,0.0,1157,0.0,1,1,39,13,2.0,0,4,1200
6232,0.0,0,1.0,3.0,2.0,2.0,1.0,1.0,248,2.0,5284,1.0,5,3,34,3,1.0,3,3,2232
6233,0.0,0,3.0,0.0,0.0,0.0,0.0,2.0,200,1.0,56,2.0,2,11,44,21,2.0,3,2,1757
6234,1.0,0,0.0,0.0,2.0,1.0,0.0,0.0,246,1.0,450,0.0,3,1,26,2,2.0,3,2,1327
6235,3.0,0,0.0,3.0,3.0,1.0,0.0,0.0,56,3.0,1112,1.0,5,5,17,12,0.0,2,2,3198
6236,2.0,1,3.0,3.0,1.0,2.0,5.0,0.0,223,2.0,74,3.0,5,24,20,24,0.0,3,1,2543
6237,0.0,0,0.0,2.0,3.0,1.0,0.0,0.0,158,2.0,625,1.0,1,20,0,14,0.0,3,3,1557
6238,2.0,0,3.0,0.0,3.0,0.0,0.0,0.0,86,0.0,64,1.0,1,9,2,3,0.0,2,4,775
6239,3.0,1,1.0,2.0,1.0,1.0,0.0,2.0,257,1.0,1301,1.0,4,7,30,17,0.0,0,3,1553
6240,2.0,1,1.0,2.0,2.0,1.0,0.0,0.0,209,1.0,422,2.0,4,21,28,22,1.0,3,4,1697
6241,0.0,0,0.0,2.0,0.0,1.0,0.0,0.0,134,1.0,1416,3.0,7,12,17,4,0.0,2,1,1708
6242,3.0,0,3.0,0.0,2.0,2.0,3.0,2.0,253,0.0,5105,2.0,6,15,25,16,0.0,2,2,3813
6243,2.0,0,3.0,2.0,2.0,0.0,0.0,1.0,183,3.0,42,1.0,2,20,2,4,0.0,1,2,2227
6244,1.0,1,2.0,0.0,3.0,1.0,0.0,0.0,145,2.0,1790,0.0,7,16,15,20,1.0,2,2,1805
6245,1.0,0,3.0,0.0,3.0,2.0,5.0,0.0,208,2.0,5097,1.0,2,16,36,11,0.0,1,1,3425
6246,0.0,1,0.0,3.0,0.0,0.0,0.0,1.0,67,0.0,35,1.0,2,4,32,1,1.0,0,1,453
6247,2.0,0,3.0,3.0,0.0,2.0,2.0,2.0,203,3.0,3557,3.0,4,17,50,3,0.0,2,1,4127
6248,0.0,0,0.0,2.0,1.0,2.0,4.0,1.0,181,0.0,7501,3.0,3,15,43,21,1.0,1,4,4059
6249,1.0,0,1.0,1.0,3.0,2.0,5.0,2.0,278,2.0,7316,1.0,7,18,47,22,1.0,4,5,4914
6250,0.0,1,0.0,0.0,0.0,1.0,0.0,1.0,109,3.0,780,1.0,6,12,34,14,0.0,2,2,2132
6251,1.0,0,2.0,2.0,0.0,0.0,0.0,0.0,175,2.0,91,2.0,1,12,23,12,2.0,2,1,1475
6252,1.0,1,0.0,3.0,0.0,1.0,0.0,2.0,193,1.0,569,0.0,6,18,21,8,2.0,1,2,978
6253,2.0,0,3.0,0.0,0.0,1.0,0.0,2.0,155,3.0,190,0.0,5,14,36,24,2.0,0,2,2915
6254,3.0,0,2.0,2.0,1.0,0.0,0.0,0.0,61,1.0,65,1.0,4,0,17,10,1.0,2,2,1437
6255,2.0,1,2.0,2.0,2.0,2.0,1.0,0.0,63,1.0,5729,2.0,1,17,44,1,1.0,2,4,1313
6256,0.0,0,2.0,0.0,2.0,0.0,0.0,2.0,75,3.0,67,3.0,3,13,0,14,0.0,4,3,2495
6257,0.0,1,0.0,2.0,3.0,0.0,0.0,1.0,141,3.0,42,0.0,2,19,19,4,1.0,1,2,1824
6258,0.0,1,1.0,3.0,3.0,0.0,0.0,1.0,285,0.0,21,0.0,6,10,45,17,2.0,3,3,1675
6259,3.0,1,0.0,1.0,3.0,0.0,0.0,2.0,271,1.0,82,2.0,7,22,26,18,2.0,1,2,2380
6260,1.0,1,2.0,1.0,1.0,1.0,0.0,0.0,288,1.0,1400,3.0,3,10,50,5,0.0,3,3,1832
6261,1.0,0,1.0,2.0,0.0,1.0,0.0,0.0,123,0.0,1221,1.0,7,7,32,3,2.0,1,3,1075
6262,3.0,1,1.0,0.0,2.0,1.0,0.0,1.0,124,0.0,295,3.0,7,22,24,17,1.0,2,3,2022
6263,2.0,1,3.0,1.0,2.0,0.0,0.0,0.0,265,1.0,37,3.0,6,9,12,17,0.0,2,2,1875
6264,2.0,0,1.0,3.0,1.0,1.0,0.0,0.0,274,0.0,1952,2.0,1,19,5,5,1.0,2,5,1033
6265,3.0,0,2.0,0.0,1.0,1.0,0.0,0.0,186,2.0,557,2.0,6,6,28,16,0.0,2,1,2714
6266,3.0,1,1.0,3.0,0.0,1.0,0.0,1.0,111,1.0,1865,3.0,2,4,36,9,1.0,1,4,1460
6267,0.0,0,1.0,3.0,0.0,2.0,3.0,0.0,129,1.0,8238,2.0,2,10,28,22,0.0,3,2,3407
6268,2.0,0,0.0,2.0,0.0,0.0,0.0,1.0,85,3.0,78,2.0,5,22,14,5,0.0,2,1,2549
6269,2.0,0,0.0,1.0,3.0,0.0,0.0,1.0,154,2.0,93,3.0,7,4,35,13,0.0,3,4,3246
6270,0.0,0,2.0,2.0,1.0,0.0,0.0,2.0,250,0.0,66,1.0,5,7,16,11,1.0,2,4,1396
6271,2.0,1,3.0,3.0,0.0,0.0,0.0,2.0,245,3.0,59,0.0,6,5,15,14,2.0,1,2,2357
6272,3.0,0,0.0,0.0,2.0,1.0,0.0,0.0,262,3.0,1676,2.0,3,6,19,5,2.0,0,4,2690
6273,2.0,0,0.0,1.0,3.0,2.0,3.0,2.0,81,2.0,8787,0.0,7,23,50,15,1.0,1,1,5145
6274,0.0,0,1.0,3.0,0.0,2.0,1.0,2.0,101,0.0,4686,1.0,1,15,24,3,2.0,1,2,745
6275,0.0,0,0.0,3.0,1.0,1.0,0.0,2.0,174,2.0,705,0.0,5,20,42,15,2.0,2,4,2162
6276,0.0,0,2.0,0.0,2.0,2.0,1.0,0.0,73,1.0,1701,0.0,2,1,26,13,2.0,3,4,1224
6277,1.0,1,0.0,0.0,2.0,0.0,0.0,1.0,265,2.0,9,3.0,7,22,48,10,2.0,2,1,2400
6278,2.0,0,1.0,0.0,0.0,1.0,0.0,0.0,210,1.0,284,3.0,5,11,2,3,0.0,2,2,1174
6279,2.0,1,3.0,3.0,1.0,1.0,0.0,1.0,201,1.0,117,2.0,5,19,50,23,1.0,2,2,2156
6280,0.0,1,0.0,2.0,0.0,1.0,0.0,0.0,83,0.0,1843,3.0,4,14,37,7,1.0,2,4,1265
6281,0.0,1,3.0,3.0,2.0,1.0,0.0,1.0,127,3.0,1544,2.0,7,18,45,17,2.0,2,3,2982
6282,1.0,1,2.0,0.0,3.0,1.0,0.0,2.0,210,0.0,376,0.0,7,0,15,19,0.0,1,4,1161
6283,3.0,1,3.0,1.0,0.0,2.0,1.0,0.0,243,1.0,5048,1.0,7,5,42,24,1.0,0,4,1683
6284,3.0,0,3.0,2.0,0.0,0.0,0.0,2.0,252,2.0,17,0.0,3,11,18,0,0.0,2,1,1756
6285,2.0,1,0.0,0.0,3.0,0.0,0.0,1.0,289,3.0,22,0.0,1,20,34,8,0.0,3,2,2571
6286,2.0,1,0.0,2.0,1.0,2.0,4.0,2.0,115,3.0,1869,2.0,2,20,50,13,1.0,3,3,3688
6287,1.0,1,1.0,3.0,3.0,0.0,0.0,2.0,277,1.0,1,1.0,7,4,31,24,2.0,0,1,1766
6288,0.0,0,0.0,0.0,2.0,1.0,0.0,1.0,56,0.0,1416,3.0,6,9,41,18,1.0,1,4,1902
6289,2.0,0,1.0,0.0,0.0,0.0,0.0,1.0,66,1.0,90,1.0,4,10,12,16,1.0,3,2,1119
6290,2.0,0,2.0,2.0,3.0,1.0,0.0,2.0,56,1.0,1060,0.0,3,0,47,13,2.0,4,1,2318
6291,1.0,1,1.0,0.0,3.0,1.0,0.0,2.0,130,1.0,278,1.0,6,23,0,3,2.0,2,2,1235
6292,0.0,0,0.0,3.0,1.0,0.0,0.0,0.0,244,1.0,49,1.0,5,0,20,3,1.0,1,3,1210
6293,1.0,0,1.0,1.0,1.0,2.0,1.0,2.0,150,3.0,5470,1.0,3,14,15,11,2.0,1,2,2553
6294,2.0,0,0.0,1.0,0.0,1.0,0.0,0.0,174,3.0,1804,0.0,1,23,17,24,1.0,2,3,2416
6295,0.0,0,0.0,3.0,3.0,0.0,0.0,1.0,172,3.0,53,3.0,4,13,18,4,0.0,2,4,2906
6296,2.0,0,2.0,0.0,2.0,2.0,5.0,1.0,227,0.0,6989,3.0,3,19,35,24,1.0,2,1,3679
6297,3.0,1,3.0,1.0,3.0,0.0,0.0,1.0,58,1.0,32,3.0,2,6,26,16,0.0,2,3,1640
6298,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,222,0.0,60,2.0,6,16,19,3,2.0,1,3,1021
6299,0.0,0,3.0,3.0,3.0,1.0,0.0,2.0,214,1.0,1688,1.0,5,4,17,11,0.0,3,3,1980
6300,3.0,1,1.0,0.0,0.0,0.0,0.0,0.0,126,0.0,68,3.0,3,10,3,8,1.0,1,2,579
6301,0.0,0,0.0,3.0,1.0,1.0,0.0,2.0,158,3.0,418,1.0,7,13,1,18,1.0,1,1,2305
6302,0.0,0,2.0,1.0,3.0,0.0,0.0,1.0,65,0.0,23,0.0,2,21,22,12,2.0,3,0,1304
6303,1.0,1,2.0,3.0,0.0,0.0,0.0,0.0,183,2.0,21,3.0,4,10,26,6,0.0,1,5,1696
6304,1.0,1,3.0,0.0,2.0,0.0,0.0,2.0,125,2.0,24,2.0,4,24,31,14,2.0,1,2,1994
6305,1.0,0,3.0,3.0,0.0,0.0,0.0,2.0,141,3.0,67,2.0,2,7,2,10,0.0,2,2,2007
6306,3.0,0,0.0,2.0,2.0,1.0,0.0,1.0,214,0.0,1325,1.0,6,22,12,7,0.0,3,3,1646
6307,1.0,1,1.0,0.0,3.0,2.0,4.0,0.0,242,0.0,1901,3.0,1,10,16,16,1.0,2,1,1651
6308,0.0,1,0.0,0.0,2.0,0.0,0.0,0.0,261,2.0,33,0.0,2,23,46,10,0.0,4,3,1730
6309,0.0,1,1.0,1.0,3.0,2.0,5.0,0.0,264,3.0,1750,0.0,5,17,50,22,2.0,2,0,2808
6310,1.0,1,3.0,2.0,3.0,2.0,5.0,2.0,143,0.0,8855,2.0,5,2,45,22,1.0,4,2,4068
6311,2.0,0,0.0,1.0,0.0,2.0,3.0,0.0,253,0.0,7141,0.0,6,18,12,10,0.0,2,4,3007
